id,title,description,serves,prep_time,cook_time,age_group,ingredients,method,url,image_url
57,Cheeky monkey toast,A deeelicious quick + easy brekkie!,1,0,2,10Months,"['wholemeal bread', 'slices of banana', 'blueberries', '1 tsp smooth peanut butter']","['Toast bread then cut out one big circle and one smaller circle', 'Spread the peanut butter over the toast', 'Cut the smaller circle in half', 'Assemble your cheeky monkey on a plate, using the big circle for the face and smaller circle for ears', 'Place the banana and halved blueberries to make a monkey!']",https://www.ellaskitchen.co.uk/recipes/cheeky-monkey-toast,
58,Full of beans brekkie pancakes,Start your little one’s day right with our scrummy Full-of-Beans Brekkie Pancakes.,8,2,2,10Months,"['1 x medium egg', '50g reduced sugar + salt baked beans', '20g self-raising flour', '½ tsp smoked paprika', 'Fresh chopped chives']","['Place the flour, egg + paprika together in a bowl and whisk', 'Add the beans + chopped chives and stir them in', 'Put some oil in a pan over a low heat', 'Put 1tbsp of pancake mix in a pan at a time', 'Cook for 1 ½ minutes on one side only', 'Add tasty toppings like Guacamole for the perfect breakfast pancakes!', 'Refrigerate cooked pancake and use within 2 days']",https://www.ellaskitchen.co.uk/recipes/full-of-beans-brekkie-pancakes,
59,Mushroom and Lentil Burgers,Get the whole family involved with creating these marvellous mushroom and lentil burgers.,4,2,10,7Months,"['250g mushrooms', '1 medium white onion (90g)', '240g cooked green lentils', '100g breadcrumbs', '20g tomato puree', '1 large garlic clove', '1 egg', '2 tbsp Worcestershire sauce  (Leave this out for a veggie recipe)']","['Add chopped mushrooms, garlic and onion to a frying pan', 'Cook on a medium heat until soft- for approximately 8-10 minutes', 'Add tomato puree and Worcestershire sauce- cook for 2 more minutes', 'Put mixture into a blender, add lentils and egg and blend down until smooth', 'Once smooth, add in the breadcrumbs and make sure these are fully blended through the mix', 'Leave to stand for 20 minutes,  to allow the breadcrumbs to firm up the mixture', 'Divide into 25g blobs and shape into patties. Tip- keep a bowl of cold water to hand to stop the mixture sticking to you', 'Cook in a lightly oiled frying pan over a medium heat for 3 minutes each side', 'Suitable for home freezing and refrigerate for up to 5 days']",https://www.ellaskitchen.co.uk/recipes/mushroom-lentil-burgers,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvTXVzaHJvb20tYW5kLUxlbnRpbC1CdXJnZXJzLVdlYW5pbmctUmVjaXBlLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MTAwMCwiZml0IjoiY292ZXIifSwid2l0aE1ldGFkYXRhIjp0cnVlLCJ0b0Zvcm1hdCI6IndlYnAiLCJ3ZWJwIjp7InF1YWxpdHkiOjgwfX19
60,"Chicken, Chickpea + Pesto Meatballs",mouth watering meatballs.,12,30,15,10Months,"['200g chicken breast (typically 1 breast)', '100g chickpeas', '50g white onion', '2 tbsp pesto * Please check the label if your little one has allergies', '2 tbsp cornflour', 'Squeeze of lemon juice']","['Dice the chicken and put in a blender (or a bowl if you are using a stick blender)', 'Add all of the ingredients and blend until smooth. Cover and leave in the fridge for 20 minutes to firm up', 'Divide mixture into 25g blobs- shape into balls. Tip keep a bowl of cold water to hand to stop the mixture sticking to your hands', 'Bake in the oven on greaseproof paper at 180°C for 12-14 minutes']",https://www.ellaskitchen.co.uk/recipes/chicken-chickpea-pesto-meatballs,
61,Swirly Sandwich Sushi recipe,Turn lunchtime into an oriental adventure + get creative with swirly whirly sandwiches!,4,10,0,12Months,"['1 piece of soft bread\xa0with the crusts cut off', 'Cream cheese', 'Strips of carrot', 'Strips of cucumber', 'Wafer thin ham']","['Cut the crusts off the bread', 'Spread cream cheese thinly', 'Layer the ham so it covers the cream cheese + bread', 'Put the strips of cucumber + carrot horizontally 1/3 way up of the bread.', 'Tightly roll the ‘sushi’ from the bottom of the bread upwards.', 'Slice with a sharp nice into disks']",https://www.ellaskitchen.co.uk/recipes/sandwich-sushi,
62,Smoky Bean one-pot-Hotpot recipe,Keep bellies nice + warm with this super simple one-pot-hotpot using leftover baked beans!,2,10,10,10Months,"['½ tin reduced salt baked beans', '1 small onion', '1 cooked potato', '2 tablespoons sweetcorn', '1 teaspoon smoked paprika']","['Dice the onion + fry in a little oil over a medium heat until soft.', 'Stir in the beans + paprika', 'Dice the potato into small chunks', 'Add with the sweetcorn, keep stirring until hot']",https://www.ellaskitchen.co.uk/recipes/smoky-bean-hotpot,
63,Wibble Wobble Fruity Jelly recipe,A berry simple + tasty pud using just 4 ingredients!,2,5,15,7Months,"['1 sachet of powdered gelatine or 4 leaves (soaked)', '200ml of whole milk or milk alternative', '150g strawberries', '50g of raspberries']","['Warm milk in a pan until the gelatine is dissolved (psst! Do not boil!)', 'Add the fruit into the milk + blend down until smooth.', 'Put in the fridge to chill until set.']",https://www.ellaskitchen.co.uk/recipes/fruit-jelly,
64,Lovely Heart Strawberry Tarts recipe,This strawberry tarts recipe is easy peasy to make and deeelicious! Make your little one this berry tasty treat.,6,10,15,10Months,"['Ready made puff pastry', '6x strawberries', '20g Ella’s Kitchen Strawberries + Apples pouch (or any of our fruit pouches!)']","['Remove strawberry stalks and cut lengthways into 4 slices.', 'Spread a thin layer of the Ella’s Kitchen pouch on one surface of the strawberry.', 'Place fruity puree side down onto the pastry.', 'Cut a heart shape around the strawberry.', 'Brush the edges of the pastry with milk (or egg wash)', 'Place in the oven at 180ºC for 12 minutes']",https://www.ellaskitchen.co.uk/recipes/strawberry-tarts,
65,Very Veggie Pizza Wraps recipe (dairy free),homemade pizzas just got so much easier with this super simple wrap hack!,2,5,5,12Months,"['1x sandwich wrap', '2x tbs left over pasta sauce/passata', '1x mushroom', '20g diced pepper', '4-5 spinach leaves']","['Toast wrap under a medium grill for 40 seconds on each side until its slightly crisp.', 'Remove from grill and top with tomato base.', 'Sprinkle the chopped vegetables on top.', 'Return to the grill for one minute until the toppings warm through.']",https://www.ellaskitchen.co.uk/recipes/pizza-wraps,
66,Cool-as-a-cucumber Gazpacho recipe,Who said soup had to be served hot?,4,5,5,6Months,"['1x tin of tomatoes', '2x slices of bread', '150g cucumber', '2 x Tbs balsamic vinegar', '1x Tbs olive oil', '1x small clove of garlic']","['Heat tomato in a pan with crushed garlic, balsamic and olive oil.', 'When hot, crumble in the bread.', 'Remove from heat.', 'Next add diced cucumber.', 'Blitz with a hand blender.', 'Serve hot or cold!']",https://www.ellaskitchen.co.uk/recipes/gazpacho,
67,Easy Beefy Tomato Risotto recipe,Look no further than your kitchen cupboards for this scrummy family recipe!,4,5,30,forTheWholeFamily,"['250g risotto/paella rice', '500g passata', '2x garlic cloves', '1x onion (approx. 200g)', '200g tin corned beef', '150g frozen chopped spinach', '2 tsps mixed herbs', '750ml water', '1tbs olive oil']","['Finely chop onion and garlic cloves.', 'Heat oil in a heavy bottomed pan and gently fry until soft and translucent.', 'Add rice and coat with the fried onion.', 'Cook for 1 minutes and then add the passata, half of the water and the mixed herbs.', 'Crumble in the corned beef.', 'Defrost the spinach and add into the pan.', 'Keep on a medium heat for 10 minutes stirring frequently.', 'Add in the rest of the water and continue to cook for 15-20 minutes until the rice is soft.']",https://www.ellaskitchen.co.uk/recipes/beef-tomato-risotto,
68,Wakey Wakey Eggy Shakshouka recipe,"rise + shine, it's time for SHAHSHOUKA!",4,5,20,forTheWholeFamily,"['2x tins tomatoes', '2x peppers', '1 onion (approx. 200g)', '2 garlic cloves- minced', '3 x tsps smoked paprika or sweet paprika', '2x tsps oregano', '1x tsp cumin', '1 tbs Olive oil', '4-6 eggs', 'Coriander for topping - optional', '400g of chickpeas']","['Dice onion and peppers into small cubes.', 'Heat 1 tbs olive oil in a large frying pan or wok', 'Fry the onions and peppers until soft with the garlic', 'Add the smoked paprika, cumin and oregano. Cook for 1 minute.', 'Add chickpeas- with their water and 2 tins of tomatoes.', 'Cook for 15 minutes until the sauce starts to reduce and thicken.', 'Make a little dip in the sauce for each egg you are cooking.', 'Place each raw egg into a dip.\n(Its easier to do this one at a time)', 'Cover the pan with a lid- cook eggs for approx 5 minutes- longer if you want the eggs less runny.', 'Sprinkle some chopped coriander or parsley over the top before serving- optional']",https://www.ellaskitchen.co.uk/recipes/shakshouka,
69,Chicken Katsu recipe,curry night doesn't always have to be a Friday night!,4,5,30,forTheWholeFamily,"['1x tin coconut milk', '1x red pepper', '1x bunch spring onions', '2 Tbs curry powder', '130g peanut butter', 'Cucumber', '4 chicken burgers/equivalent amount of nuggets', 'Families appropriate amount of rice for serving']","['Heat coconut milk and peanut butter in a pan with diced spring onions and curry powder, when melted and starting to thicken, remove from heat.', 'Blend the sauce until smooth.', 'Dice red pepper very finely. Add to the sauce.', 'Cook chicken burgers as per instruction on pack.', 'Cook rice as per instructions on pack.', 'Using a peeler, peel strips of cucumber lengthways to get fine ribbons (optional but adds a nice freshness).', 'Once cooked, cut the chicken burgers into strips.', 'Put hot rice into a bowl, top with cucumber ribbons, then chicken strips, coat with the curry sauce.']",https://www.ellaskitchen.co.uk/recipes/chicken-katsu-curry,
70,Smoky Bacon + Butternut Pasta recipe,Get the whole family around the dinner table.,4,10,50,forTheWholeFamily,"['500g butternut squash diced', '1x low-salt stock cube (in\n200ml water)', '50g cream cheese', '100g smoked bacon', '1xtsp dried sage', '300g dried pasta']","['Dice butternut squash into small cubes.', 'Place into a preheated oven at 180ºC on a lightly oiled tray.', 'Roast for 35 minutes stirring half way through.', 'Once roasted- put 2/3 of the roasted squash into a bowl with the sage', 'Dissolve a stock cube in 200mls water and add this in.', 'Blend until smooth.', 'Add the mixture to a pan, add cream cheese and stir through on a low heat.', 'Cook 300g pasta as per packs instructions.', 'Grill bacon until cooked. Dice finely and add this to the sauce with the remaining chunks of squash.(to reduce the salt level for little ones, remove adequate sized  portion of sauce before adding the bacon)', 'Either mix cooked pasta into the sauce or pour over hot pasta']",https://www.ellaskitchen.co.uk/recipes/smoky-bacon-butternut-pasta,
71,Fruity Moroccan Chickpea Stew recipe,Perfect for the whole family,4,10,50,forTheWholeFamily,"['120g dried lentils', '1xtin chick peas', '1xtin of tomatoes', '100g grilled pepper (from the jar)', '40g diced apricots', '40g raisins', '1xTbs cumin', '1x Tsp cinnamon', '1xTsp ginger', '1 x pack of Couscous (made up as per the packs instructions)']","['Cook the red lentils in boiling water for 25 minutes until softened.', 'Dice red peppers and finely chop apricots.', 'Add chickpeas with their water, tomatoes, spices, apricots, red peppers and raisins to a pan.', 'Add cooked lentils.', 'Cook over a medium heat for 25 minutes to cook out the spices and soften the raisins and apricots.', 'Make up cous cous as per packet instructions.']",https://www.ellaskitchen.co.uk/recipes/fruity-moroccan-chickpea-stew,
72,Aubergine + Courgette Beany Bake recipe,A yummy veggie bake perfect for the whole family to enjoy!,4,10,45,forTheWholeFamily,"['Half a cauliflower (approx. 350g)', '1x leek', '200ml water or vegetable stocK', '1x aubergine', '2x courgettes', '1x tin of lentils', '1x tin of chickpeas', '1x  ragu sauce']","['Slice courgettes and aubergine very finely into thin disks.', 'Steam the aubergine until softened (approx 15 minutes).', 'For the topping - Steam cauliflower until soft', 'Fry leeks over a low heat.', 'When cooked, put into a bowl, add 200ml of water or stock.', 'Blend until smooth.', 'Assemble:  Layer aubergine + courgette evenly onto the bottom of a lasagne style dish.', 'Drain the lentils and chickpeas and mix them through the ragu sauce. Pour the mix over the vegetables.', 'Top with the cauliflower puree.', 'Put in a pre heated oven at 180°C for 30 minutes']",https://www.ellaskitchen.co.uk/recipes/aubergine-courgette-bean-bake,
73,Tasty Potato + Carrot Rosti,a veggie-packed mini rosti!,12,10,30,10Months,"['1x sweet potato', '2x medium white potato', '1x carrot', '2x eggs', '150g flour', '1x small onion, chopped']","['Grate sweet potato, potatoes and carrots with a cheese grater + add finely chopped onion.', 'Using a muslin cloth or tea towel, squeeze as much water out as possible.', 'Crack the eggs into the grated veg, mix the egg through and then sieve the flour in.', 'Ensure flour is evenly mixed and mixture is sticky and holds its shape- add more flour if necessary.', 'Form into little patties- this makes approximately 12.', 'Place on a grease proof tray and put in a preheated oven at 190’c for 30 minutes turn over half way through cooking.']",https://www.ellaskitchen.co.uk/recipes/potato-carrot-rosti,
74,"Sweet potato, red pepper + coconut puree recipe",introduce new + exciting tastes with your little one's favourite veggies!,6,5,15,6Months,"['200g diced sweet potato', '120g diced red pepper', '50ml coconut milk']","['Steam sweet potato for 15 minutes- or until soft.', 'Cook red pepper in a pan on a low heat with 2 tbs water (so it doesn’t brown)', 'Once cooked, blend sweet potato, red pepper and coconut milk in a bowl until smooth.']",https://www.ellaskitchen.co.uk/recipes/sweet-potato-pepper-coconut-puree,
75,"Celeriac, cauliflower + cumin puree recipe",Jazz-up your little one's cauliflower puree!,10,5,15,6Months,"['250g Cauliflower florets', '200g celeriac', '1tsp cumin']","['Steam cauliflower and celeriac until soft.', 'Place in a bowl with the cumin.', 'Blend until smooth.']",https://www.ellaskitchen.co.uk/recipes/celeriac-cauliflower-cumin-puree,
76,"Fennel, carrot + sweetcorn puree recipe","A-MAIZE those tiny tastebuds with a blend of carrots, sweetcorn + fennel!",8,5,15,4to6Months,"['200g diced carrot', '150g sweetcorn', '60g diced fennel', '50ml water']","['Steam fennel and carrot for 12 minutes (or until soft).', 'Place all vegetables in a bowl with the water.', 'Blend until smooth.']",https://www.ellaskitchen.co.uk/recipes/fennel-carrot-sweetcorn-puree,
77,"Butternut, lentil + paprika puree recipe",Time to introduce some yummy pulses!,8,5,15,6Months,"['200g diced butternut squash', '150g cooked red lentils', '1tsp smoked paprika', '50ml water']","['Steam butternut squash for 15 minutes- or until soft.', 'Add cooked lentils to butternut squash, paprika and water.', 'Blend until smooth.']",https://www.ellaskitchen.co.uk/recipes/butternut-lentil-paprika-puree,
78,"Butternut Squash, Broccoli + Courgette puree recipe","A super smoooth, scrummy blend of veggies!",10,10,20,4to6Months,"['1/2 butternut squash, peeled, deseeded + cubed', '1 courgette, diced', '1/2 small head broccoli, cut into small florets']","['Place the squash in a saucepan, cover with water and bring to the boil, then reduce the heat, cover and simmer for 10 minutes.', 'Add the broccoli + courgette and cook under a medium heat for 7-8 minutes more until everything is soft + tender. Drain.', 'Purée the vegetables in a food processor, or use a hand blender, until the mixture is smooth.', 'For a super smooth puree, pass it through a sieve after blending.']",https://www.ellaskitchen.co.uk/recipes/butternut-squash-broccoli-courgette-puree,
79,Tasty tomato salsa dip recipe,arrrrriba! our tasty tomato salsa dip recipe is the perfect snack for your little one.,4,5,0,7Months,"['4 plum tomatoes, diced finely', 'Half a yellow pepper, diced finely', '1 tsbp coriander, diced finely', 'Juice of one lemon']","['Pat the diced tomatoes dry on some kitchen paper before blitzing to remove any excell liquid', ""Blitz all ingredients in a food processor very briefly but make sure the texture doesn't turn too thin"", ""Use as a yummy dip with veggie sticks or Ella's Kitchen Munchy Fingers!""]",https://www.ellaskitchen.co.uk/recipes/tomato-salsa-dip,
80,Courgette puree recipe,It's courgette o'clock!,4,5,10,4to6Months,"['1 courgette (about 150 g/5½ oz), halved lengthways and cut into 5 mm/¼ inch thick slices']","['Steam or boil the courgette in a saucepan over a medium heat for 8–10 minutes until completely tender.', 'Purée in a food processor, or using a hand blender, until smooth.']",https://www.ellaskitchen.co.uk/recipes/courgette-puree,
81,Broccoli puree recipe,A super smoooth first veggie taste recipe!,3,5,10,4to6toMonths,"['½ small head broccoli (about 130 g/4½ oz), cut into small florets']","['Steam or boil the broccoli in a saucepan over a medium heat for 8 minutes until very tender.', 'Adding 2–3 tablespoons boiled water, purée the broccoli in a food processor, or using a hand blender, until smooth.']",https://www.ellaskitchen.co.uk/recipes/broccoli-puree,
82,Cauliflower puree recipe,Introducing veg early on in weaning gets tiny tastebuds used to savoury tastes!,3,5,10,4to6Months,"['1/3 small head cauliflower (about 140 g/5 oz), cut into small florets']","['Steam or boil the cauliflower in a saucepan over a medium heat for 8–10 minutes until very tender.', 'Adding 4–5 tablespoons boiled water, purée the cauliflower in a food processor, or using a hand blender, until smooth.']",https://www.ellaskitchen.co.uk/recipes/cauliflower-puree,
83,Carrot Puree recipe,We CARROT believe it!,5,5,10,4to6Months,"['3 carrots (about 250 g/9 oz), peeled and halved lengthways']","['Slice the carrots into half-moon shapes, 5 mm/¼ in thick. Steam or boil the carrots in a saucepan over a medium heat for 10–12 minutes until completely tender.', 'Purée the carrots with 3–4 tablespoons of boiled water in a food processor, or using a hand blender, until completely smooth.']",https://www.ellaskitchen.co.uk/recipes/carrot-puree,
84,Strawberry Santa blinis,A festive treat!,4,5,2,10Months,"['4x canape blinis', '2x strawberries', 'Small amount of banana + coconut pouch (you can freeze the rest!)', 'desiccated coconut']","['Heat the blinis in a preheated oven at 180c for two minutes', 'Whilst the blinis are cooling, slice the tops off the strawberries and halve lengthways', 'Assemble on plate and add a squeeze of the bananas and coconut pouch for santas beard and bobble', 'Sprinkle the desiccated coconut for a fluffy beard!']",https://www.ellaskitchen.co.uk/recipes/strawberry-santa-blinis,
85,Jolly Holly Christmas dinner,Create some Christmas cheer!,4,5,15,7Months,"['1x pumpkin, broccoli and sweetcorn pouch', '50g soft cooked potato', '30g cooked chicken or turkey', 'Pinch of dried sage']","['Take the soft cooked potato and add the Pumpkin, Broccoli and Sweetcorn pouch.', 'Add to the mix Chicken or Turkey depending what you’re using and a sprinkle of sage.', 'Blend until smooth.']",https://www.ellaskitchen.co.uk/recipes/jolly-holly-christmas-dinner,
86,Oh-so-Fruity Brekkie Puree (Dairy-free),Tickle tiny taste buds with fruity flavours!,2,2,0,7Months,"['60g plain dairy free or dairy yoghurt', '60g tinned peaches (in juice, drained)', '3 x raspberries', '30g cooked rice', 'A few drops of vanilla essence']","['Place the yoghurt, peaches + cooked rice in a bowl, then add the vanilla essence + raspberries', 'Blend the ingredients until smooth', 'Refrigerate and use within 24h', 'Suitable for freezing, just give a super stir once defrosted!']",https://www.ellaskitchen.co.uk/recipes/fruity-brekkie-puree-dairy-free,
87,Cheep cheep chick pasta nests,Try these egg-cellent meatball chick pasta nests to keep little hands busy!,3,15,10,12Months,"['75g lean minced beef', '1 x tablespoon finely chopped coriander', '20g fresh breadcrumbs', '1 x small egg, lightly beaten', 'Olive oil, for frying', '1 x black olive', 'Some mozzarella to decorate', 'Some cooked carrot to decorate']","['Place the mince, coriander + breadcrumbs in a bowl and stir until combined. Add enough of the beaten egg to bind everything together (you won’t need it all). Divide the mixture into 6 walnut sized pieces + shape into meatballs. Transfer to a plate, cover with clingfilm + chill for 20 minutes to firm up slightly', 'Heat enough oil to coat the base of a large, nonstick frying pan + cook the meatballs in 2 batches each for 10 minutes, turning occasionally, until browned all over + cooked through', 'Cook one ball of dried tagliatelle, then divide it into three ‘nests’ on a plate', 'Pop your meatball chick into the nest', 'Top with mozzarella + cut olives for eyes and cooked carrot for the beak + enjoy!']",https://www.ellaskitchen.co.uk/recipes/cheep-cheep-chick-meatball-pasta-nests,
88,Out-the-cupboard Fishy Pie recipe (Dairy free),It's o-fish-ially delicious!,2,10,20,6Months,"['2 x medium potatoes (350g)', '150g sweetcorn', '120ml of water or use sweetcorn water if using tinned sweetcorn', '1x frozen fish portion (110g)', 'Sprinkle of parsley']","['Peel, cube and boil potatoes until soft.', 'Steam the fish until cooked through, flake this up watching out for bones!', 'Heat the sweetcorn in the microwave until hot, add 120ml of water. Blend down until perfectly smooth.', 'Add the sweetcorn puree to the potato and mash until smooth.', 'Stir through the flaked fish and chopped herbs. Blitz again for 6 months, mash for 7 months or serve as it is from 10 months.']",https://www.ellaskitchen.co.uk/recipes/fish-pie-dairy-free,
89,Easy ‘Panko’ Breaded Chick-chick-chicken recipe,"a super nifty little recipe using just 'weetabix', chicken + egg!",2,10,10,12Months,"['1 x chicken breast', '1 x Wheat cereal (like Weetabix)', '1 x egg']","['Cut the chicken breast into thin strips.', 'Crush Weetabix onto a plate', 'Whisk egg with a fork in a bowl.', 'Dip chicken in egg wash.', 'Coat in the breadcrumbs', 'Bake in the oven for 9-10 minutes at 180°C']",https://www.ellaskitchen.co.uk/recipes/panko-breaded-chicken,
90,Nicely-spiced peanut satay sauce recipe,"grab the peanut butter, a splash of milk + a pinch of cumin...",2,5,10,7Months,"['50g peanut butter', '100ml milk', '1 x small onion (60g)', '1 x tsp ground cumin']","['Fry chopped onion in a saucepan with a little bit of oil.', 'When soft, add milk, cumin and peanut butter to the onion.', 'Stir until the peanut butter has melted', 'Blend with a blender until smooth.']",https://www.ellaskitchen.co.uk/recipes/peanut-satay-sauce,
91,Cheeesy Garlic + Herb Squares recipe,"a super cheesy + easy peasy garlic toast recipe, perfect for keeping tiny fingers busy!",4,5,5,10Months,"['2 pieces of bread (crusts on or off)', '10g butter', '½ tsp garlic granules (or half a small clove of garlic, minced)', '½ teaspoon of dried herbs', '10g grated cheese']","['Lightly toast the bread.', 'Put butter in a small dish, melt in the microwave for 15 seconds until softened.', 'Mix the butter, garlic and herbs together.', 'Spread evenly over the toast.', 'Sprinkle on the cheese and cut each piece of toast into 4.', 'Place under a medium grill for 2 minutes until the cheese has melted.', 'Serve and enjoy!']",https://www.ellaskitchen.co.uk/recipes/cheese-garlic-bread,
92,Easy Pea-sy Green Soup recipe,Did someone say GREEEENS?,4,5,15,6Months,"['500g tinned peas', '150g cauliflower florets', '1x onion', '1x vegetable stock cube low salt if possible', '500ml water', '1 tbs mint sauce']","['Dice the onion and cook with a little oil over a medium heat', 'Steam cauliflower florets separately', 'Add cauliflower to the onion, along with the peas, stock cube and 500ml boiling water', 'Simmer for 5 minutes until the peas are cooked', 'Blend until smooth', 'Stir through 1 tbs of mint sauce']",https://www.ellaskitchen.co.uk/recipes/pea-green-soup,
93,Eggscellent Mini Fishy Pizzas recipe,looking for some finger food fun? Try our super simple tuna Fishy Mini Pizzas made with just 4 tasty ingredients.,3,5,15,10Months,"['1x tin of tuna (preferably in spring water)', '1x egg', '50g Tomato puree (or left-over pasta sauce)', '30g cheddar cheese']","['Drain the tuna and pop into a small bowl', 'Add the raw egg and blend until smooth', 'Dollop six even blobs (tbsp) of your blended egg and tuna onto a greased baking tray and smooth into even disks', 'Cook at 180C for 14 minutes', 'Once cooked, remove from the tray to cool', 'Spread a small amount of tomato puree over the surface and sprinkle the finely grated cheese', 'Pop back in the oven for 2 minutes to allow the cheese to melt', 'Enjoy!']",https://www.ellaskitchen.co.uk/recipes/mini-fishy-pizzas,
94,"Aubergine, Pepper + Sweet Potato puree recipe",grow your own Little Veg Lover,10,5,20,4to6Months,"['Aubergine, cut into cubes', '1/2 small Red Pepper, deseeded + chopped', 'Spray oil', '1 Sweet Potato (around 250g/9oz), peeled + cubed', ""Baby's usual milk""]","['Put the aubergine and pepper in a roasting tin and add a little spray oil.', 'Cover with foil and roast at 200C (180C fan) for 15-20 minutes.', 'Meanwhile, boil the sweet potato in a pan for 15 minutes until tender.', 'Combine the aubergine pepper and sweet potato in a blender and blitz until pureed or a fine mash texture, depending on your little one.', ""Add your baby's usual milk and blend until you have a super smooth texture for your little one.""]",https://www.ellaskitchen.co.uk/recipes/aubergine-pepper-sweet-potato-puree,
95,"Peas, avocado + basil puree recipe","peas mum, can I have some more?",4,5,5,4to6Months,"['200g peas', '½ avocado', '10 leaves fresh basil (3g)', '50ml water']","['Steam peas for 5 minutes', 'Place cooked peas, avocado and basil in a bowl with the water', 'Blend until smooth.']",https://www.ellaskitchen.co.uk/recipes/peas-avocado-basil-puree,
96,Easy Strawberry Cheesy-Cake recipe,give tiny (…and big!) taste buds a treat with our easy peasy strawberry cheesy-cake.,2,5,0,7Months,"['2 digestive or rich tea biscuits', '70ml of milk', '100ml yoghurt-plain or fruit (no added sugar yoghurt)', '100g strawberries or banana']","['Soak the biscuits in milk until you form a paste.', 'Add the yoghurt + fruit.', 'Blend until you form a smooth texture']",https://www.ellaskitchen.co.uk/recipes/strawberry-cheese-cake,
97,Very Veggie Courgetti Spaghetti recipe,spaghetti just got veggie! This scrummy courgetti recipe has a veg-packed tasty sauce.,4,5,30,10Months,"[""1x Ella's Kitchen Pumpkin Broccoli + Sweetcorn pouch"", '500g courgetti (bought or made from 3 large courgettes)', '3x large ripe tomatoes', '1 tsp dried oregano', 'Drizzle of olive oil']","['Preheat the oven to 200’C, halve the tomatoes + drizzle with olive oil.', 'Place in the oven for 20 minutes.', 'Blanch courgetti in boiling water for 2 minutes until soft. Drain the water and stir through the Pumpkin, Broccoli + Sweetcorn pouch.', 'Remove skin for the roast tomatoes + dice into smaller pieces.', 'Stir tomato + oregano through the courgetti. Chop into roughly 1cm pieces.', 'Serve with cooked fish, chicken or tofu and chunks of new potatoes.']",https://www.ellaskitchen.co.uk/recipes/courgetti-spaghetti,
98,chick-chick-Chicken Sweet Potato Bake recipe,"a deliciously warming meal for the whole family to enjoy, packed full of veg!",6,10,40,7Months,"[""1x Ella's Kitchen Sweet potatoes, Broccoli + Carrots pouch"", '350g sweet potato', '200g leek', '100g shredded chicken', '80g mature cheddar cheese', '150ml milk', 'Drizzle of vegetable oil']","['Peel the sweet potatoes + slice into thin disks.', 'Par-boil for 7 minutes.', 'Chop leeks finely + cook in a pan with oil over a medium heat until soft.', 'In a sauce pan, add the milk, bring to a simmer and add the grated cheese + Sweet Potatoes, Broccoli + Carrots Pouch, stir until melted.', 'Drain potatoes and layer half of the potato disks in an oven proof dish.', 'Cover the layer of potatoes with the cooked leek +  chicken then put the second half of the potato over the leek.', 'Pour the cheese sauce evenly over the potato.', 'Bake in the oven at 190’C for 22 minutes.', 'Mash down to for little ones from 7 months.']",https://www.ellaskitchen.co.uk/recipes/chicken-sweet-potato-bake,
99,Cheesy Cauliflower + Sweetcorn Puree recipe,A creeeamy blend of cauliflower cheese for babies!,8,5,20,6Months,"[""1x Ella's Kitchen Sweetcorn First Tastes pouch"", '400g cauliflower florets', ""150ml of your little one's usual milk"", '50g mature cheddar cheese, grated', 'a pinch of nutmeg']","['Steam cauliflower florets for 15 minutes- or until soft.', 'In a small saucepan, heat up the milk + sweetcorn puree - when warm add the cheese + nutmeg.', 'Stir until melted.', 'Drain the cauliflower and add to the cheese sauce.', 'Blend until super smooth!']",https://www.ellaskitchen.co.uk/recipes/cauliflower-sweetcorn-puree,
100,A-maize-ing Fish Fingers recipe,a veggietastic take on a family favourite - fish fingers!,26,10,30,10Months,"[""1x Ella's Kitchen Sweetcorn First Tastes pouch"", '400g floury potatoes', '1x small white onion (50g)', ""1x fillet of Haddock or white fish (150g) - don't forget to check for bones!"", '50g peas', 'Breadcrumbs', '1x egg']","['Peel + dice potatoes into small cubes. Boil until soft (approximately 12 minutes).', 'Place diced onion over a medium heat + cook until translucent- add diced fish + cook until soft + flaky.', 'Once potato is cooked, drain water + run potato under cold water until cooled.', 'Squeeze the Sweetcorn pouch into the potato + mash until smooth.', 'Add peas, the cooked onion and fish. Stir through the mash.', 'Spoon out mash onto a baking tray - approximately 25g each- mould into cylindrical shapes.', 'Carefully roll in egg then coat in breadcrumbs. Repeat this step to get a good coating.', 'Heat vegetable oil in a pan- over a medium heat, cook fish fingers for 10-12 minutes, turning to get an even browning.']",https://www.ellaskitchen.co.uk/recipes/fish-fingers,
101,Vroomy Mushroomy Risotto recipe (dairy free),vroom vroom is that the thyme?!,4,5,20,7Months,"['120g uncooked basmati rice', '300g mushrooms', '140g white onion (1 large onion)', '1x small garlic clove', '300ml coconut milk', '1 low salt stock cube', 'Pinch of thyme']","['Cook rice as per packet instructions', 'Add diced onion + garlic to oil in a pan over a medium heat - cook until translucent', 'Add the diced mushroom, cook until the mushrooms are soft', 'Add the milk to the vegetables + sprinkle the stock cube in.', 'Add rice + thyme and stir over a medium heat for 2 minutes.', 'Blend down for little ones from 7 months']",https://www.ellaskitchen.co.uk/recipes/mushroom-risotto,
